item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,agent_det,agent_noun,patient_det,patient_noun,verb_lemma,active_verb_form,passive_verb_form,message_role_order_json,prompt,sentence_stub,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure,passive_choice_indicator
929,role_labeled,passive,passive,a brother is raised by a boy .,a nurse raises an opponent .,an opponent is raised by a nurse .,a,nurse,an,opponent,rais,raises,raised,"[""AGENT=nurse"", ""PATIENT=opponent"", ""VERB=rais""]","Prime sentence: a brother is raised by a boy .
Event roles: AGENT=nurse; PATIENT=opponent; VERB=rais
Sentence: the",Sentence: the,first_noun,-3.7471923828125,-7.030790328979492,-3.283597946166992,active,0.0
929,role_labeled,no_prime_eos,no_prime_eos,,a nurse raises an opponent .,an opponent is raised by a nurse .,a,nurse,an,opponent,rais,raises,raised,"[""AGENT=nurse"", ""PATIENT=opponent"", ""VERB=rais""]","Event roles: AGENT=nurse; PATIENT=opponent; VERB=rais
Sentence: the",Sentence: the,first_noun,-3.806063413619995,-4.864864349365234,-1.0588009357452393,active,0.0
929,role_labeled,filler,filler,The jacket hung behind the chair .,a nurse raises an opponent .,an opponent is raised by a nurse .,a,nurse,an,opponent,rais,raises,raised,"[""AGENT=nurse"", ""PATIENT=opponent"", ""VERB=rais""]","Prime sentence: The jacket hung behind the chair .
Event roles: AGENT=nurse; PATIENT=opponent; VERB=rais
Sentence: the",Sentence: the,first_noun,-3.435335397720337,-6.873675346374512,-3.438339948654175,active,0.0
930,role_labeled,active,active,a secretary embraces a sheriff .,a doctor embraces an employee .,an employee is embraced by a doctor .,a,doctor,an,employee,embrac,embraces,embraced,"[""PATIENT=employee"", ""VERB=embrac"", ""AGENT=doctor""]","Prime sentence: a secretary embraces a sheriff .
Event roles: PATIENT=employee; VERB=embrac; AGENT=doctor
Sentence: the",Sentence: the,first_noun,-3.4028849601745605,-5.3823466300964355,-1.979461669921875,active,0.0
930,role_labeled,passive,passive,a sheriff is embraced by a secretary .,a doctor embraces an employee .,an employee is embraced by a doctor .,a,doctor,an,employee,embrac,embraces,embraced,"[""PATIENT=employee"", ""VERB=embrac"", ""AGENT=doctor""]","Prime sentence: a sheriff is embraced by a secretary .
Event roles: PATIENT=employee; VERB=embrac; AGENT=doctor
Sentence: the",Sentence: the,first_noun,-3.49497127532959,-5.171149730682373,-1.6761784553527832,active,0.0
930,role_labeled,no_prime_eos,no_prime_eos,,a doctor embraces an employee .,an employee is embraced by a doctor .,a,doctor,an,employee,embrac,embraces,embraced,"[""PATIENT=employee"", ""VERB=embrac"", ""AGENT=doctor""]","Event roles: PATIENT=employee; VERB=embrac; AGENT=doctor
Sentence: the",Sentence: the,first_noun,-3.088460922241211,-4.4394097328186035,-1.3509488105773926,active,0.0
930,role_labeled,filler,filler,The baker laughed during breakfast .,a doctor embraces an employee .,an employee is embraced by a doctor .,a,doctor,an,employee,embrac,embraces,embraced,"[""PATIENT=employee"", ""VERB=embrac"", ""AGENT=doctor""]","Prime sentence: The baker laughed during breakfast .
Event roles: PATIENT=employee; VERB=embrac; AGENT=doctor
Sentence: the",Sentence: the,first_noun,-2.503993034362793,-5.058939456939697,-2.5549464225769043,active,0.0
931,role_labeled,active,active,a writer judges an actor .,a lady judges a lawyer .,a lawyer is judged by a lady .,a,lady,a,lawyer,judg,judges,judged,"[""AGENT=lady"", ""PATIENT=lawyer"", ""VERB=judg""]","Prime sentence: a writer judges an actor .
Event roles: AGENT=lady; PATIENT=lawyer; VERB=judg
Sentence: the",Sentence: the,first_noun,-5.830963611602783,-5.376418590545654,0.4545450210571289,passive,1.0
931,role_labeled,passive,passive,an actor is judged by a writer .,a lady judges a lawyer .,a lawyer is judged by a lady .,a,lady,a,lawyer,judg,judges,judged,"[""AGENT=lady"", ""PATIENT=lawyer"", ""VERB=judg""]","Prime sentence: an actor is judged by a writer .
Event roles: AGENT=lady; PATIENT=lawyer; VERB=judg
Sentence: the",Sentence: the,first_noun,-6.271177291870117,-5.363714218139648,0.9074630737304688,passive,1.0
931,role_labeled,no_prime_eos,no_prime_eos,,a lady judges a lawyer .,a lawyer is judged by a lady .,a,lady,a,lawyer,judg,judges,judged,"[""AGENT=lady"", ""PATIENT=lawyer"", ""VERB=judg""]","Event roles: AGENT=lady; PATIENT=lawyer; VERB=judg
Sentence: the",Sentence: the,first_noun,-5.041919708251953,-5.512162685394287,-0.470242977142334,active,0.0
931,role_labeled,filler,filler,The traveler rested beside the river .,a lady judges a lawyer .,a lawyer is judged by a lady .,a,lady,a,lawyer,judg,judges,judged,"[""AGENT=lady"", ""PATIENT=lawyer"", ""VERB=judg""]","Prime sentence: The traveler rested beside the river .
Event roles: AGENT=lady; PATIENT=lawyer; VERB=judg
Sentence: the",Sentence: the,first_noun,-3.953357696533203,-5.215260028839111,-1.2619023323059082,active,0.0
932,role_labeled,active,active,an author kisses a bishop .,a minister kisses a mother .,a mother is kissed by a minister .,a,minister,a,mother,kiss,kisses,kissed,"[""AGENT=minister"", ""PATIENT=mother"", ""VERB=kiss""]","Prime sentence: an author kisses a bishop .
Event roles: AGENT=minister; PATIENT=mother; VERB=kiss
Sentence: the",Sentence: the,first_noun,-4.446906089782715,-5.089266777038574,-0.6423606872558594,active,0.0
932,role_labeled,passive,passive,a bishop is kissed by an author .,a minister kisses a mother .,a mother is kissed by a minister .,a,minister,a,mother,kiss,kisses,kissed,"[""AGENT=minister"", ""PATIENT=mother"", ""VERB=kiss""]","Prime sentence: a bishop is kissed by an author .
Event roles: AGENT=minister; PATIENT=mother; VERB=kiss
Sentence: the",Sentence: the,first_noun,-4.290036201477051,-4.927382469177246,-0.6373462677001953,active,0.0
932,role_labeled,no_prime_eos,no_prime_eos,,a minister kisses a mother .,a mother is kissed by a minister .,a,minister,a,mother,kiss,kisses,kissed,"[""AGENT=minister"", ""PATIENT=mother"", ""VERB=kiss""]","Event roles: AGENT=minister; PATIENT=mother; VERB=kiss
Sentence: the",Sentence: the,first_noun,-4.485077381134033,-3.9786620140075684,0.5064153671264648,passive,1.0
932,role_labeled,filler,filler,The package arrived before noon .,a minister kisses a mother .,a mother is kissed by a minister .,a,minister,a,mother,kiss,kisses,kissed,"[""AGENT=minister"", ""PATIENT=mother"", ""VERB=kiss""]","Prime sentence: The package arrived before noon .
Event roles: AGENT=minister; PATIENT=mother; VERB=kiss
Sentence: the",Sentence: the,first_noun,-5.319870948791504,-4.4054412841796875,0.9144296646118164,passive,1.0
933,role_labeled,active,active,a woman asks a worker .,a kid asks a king .,a king is asked by a kid .,a,kid,a,king,ask,asks,asked,"[""AGENT=kid"", ""VERB=ask"", ""PATIENT=king""]","Prime sentence: a woman asks a worker .
Event roles: AGENT=kid; VERB=ask; PATIENT=king
Sentence: the",Sentence: the,first_noun,-4.774298667907715,-3.7491705417633057,1.0251281261444092,passive,1.0
933,role_labeled,passive,passive,a worker is asked by a woman .,a kid asks a king .,a king is asked by a kid .,a,kid,a,king,ask,asks,asked,"[""AGENT=kid"", ""VERB=ask"", ""PATIENT=king""]","Prime sentence: a worker is asked by a woman .
Event roles: AGENT=kid; VERB=ask; PATIENT=king
Sentence: the",Sentence: the,first_noun,-4.854269504547119,-3.3929250240325928,1.4613444805145264,passive,1.0
933,role_labeled,no_prime_eos,no_prime_eos,,a kid asks a king .,a king is asked by a kid .,a,kid,a,king,ask,asks,asked,"[""AGENT=kid"", ""VERB=ask"", ""PATIENT=king""]","Event roles: AGENT=kid; VERB=ask; PATIENT=king
Sentence: the",Sentence: the,first_noun,-5.529949188232422,-3.9118144512176514,1.6181347370147705,passive,1.0
933,role_labeled,filler,filler,The blanket dried on the line .,a kid asks a king .,a king is asked by a kid .,a,kid,a,king,ask,asks,asked,"[""AGENT=kid"", ""VERB=ask"", ""PATIENT=king""]","Prime sentence: The blanket dried on the line .
Event roles: AGENT=kid; VERB=ask; PATIENT=king
Sentence: the",Sentence: the,first_noun,-5.080686569213867,-4.842472076416016,0.23821449279785156,passive,1.0
934,role_labeled,active,active,a girl surprises a guest .,a son surprises a student .,a student is surprised by a son .,a,son,a,student,surpris,surprises,surprised,"[""AGENT=son"", ""VERB=surpris"", ""PATIENT=student""]","Prime sentence: a girl surprises a guest .
Event roles: AGENT=son; VERB=surpris; PATIENT=student
Sentence: the",Sentence: the,first_noun,-5.393481254577637,-4.229733943939209,1.1637473106384277,passive,1.0
934,role_labeled,passive,passive,a guest is surprised by a girl .,a son surprises a student .,a student is surprised by a son .,a,son,a,student,surpris,surprises,surprised,"[""AGENT=son"", ""VERB=surpris"", ""PATIENT=student""]","Prime sentence: a guest is surprised by a girl .
Event roles: AGENT=son; VERB=surpris; PATIENT=student
Sentence: the",Sentence: the,first_noun,-5.173923969268799,-4.116525650024414,1.0573983192443848,passive,1.0
934,role_labeled,no_prime_eos,no_prime_eos,,a son surprises a student .,a student is surprised by a son .,a,son,a,student,surpris,surprises,surprised,"[""AGENT=son"", ""VERB=surpris"", ""PATIENT=student""]","Event roles: AGENT=son; VERB=surpris; PATIENT=student
Sentence: the",Sentence: the,first_noun,-4.734292984008789,-3.5185649394989014,1.2157280445098877,passive,1.0
934,role_labeled,filler,filler,The teacher listened during assembly .,a son surprises a student .,a student is surprised by a son .,a,son,a,student,surpris,surprises,surprised,"[""AGENT=son"", ""VERB=surpris"", ""PATIENT=student""]","Prime sentence: The teacher listened during assembly .
Event roles: AGENT=son; VERB=surpris; PATIENT=student
Sentence: the",Sentence: the,first_noun,-3.8574934005737305,-2.833498477935791,1.0239949226379395,passive,1.0
935,role_labeled,active,active,a princess hurts a professor .,a colonel hurts a cop .,a cop is hurt by a colonel .,a,colonel,a,cop,hurt,hurts,hurt,"[""AGENT=colonel"", ""PATIENT=cop"", ""VERB=hurt""]","Prime sentence: a princess hurts a professor .
Event roles: AGENT=colonel; PATIENT=cop; VERB=hurt
Sentence: the",Sentence: the,first_noun,-3.5920586585998535,-4.935986042022705,-1.3439273834228516,active,0.0
935,role_labeled,passive,passive,a professor is hurt by a princess .,a colonel hurts a cop .,a cop is hurt by a colonel .,a,colonel,a,cop,hurt,hurts,hurt,"[""AGENT=colonel"", ""PATIENT=cop"", ""VERB=hurt""]","Prime sentence: a professor is hurt by a princess .
Event roles: AGENT=colonel; PATIENT=cop; VERB=hurt
Sentence: the",Sentence: the,first_noun,-2.6712112426757812,-4.458884239196777,-1.787672996520996,active,0.0
935,role_labeled,no_prime_eos,no_prime_eos,,a colonel hurts a cop .,a cop is hurt by a colonel .,a,colonel,a,cop,hurt,hurts,hurt,"[""AGENT=colonel"", ""PATIENT=cop"", ""VERB=hurt""]","Event roles: AGENT=colonel; PATIENT=cop; VERB=hurt
Sentence: the",Sentence: the,first_noun,-4.148980617523193,-4.895786762237549,-0.7468061447143555,active,0.0
935,role_labeled,filler,filler,The blanket dried on the line .,a colonel hurts a cop .,a cop is hurt by a colonel .,a,colonel,a,cop,hurt,hurts,hurt,"[""AGENT=colonel"", ""PATIENT=cop"", ""VERB=hurt""]","Prime sentence: The blanket dried on the line .
Event roles: AGENT=colonel; PATIENT=cop; VERB=hurt
Sentence: the",Sentence: the,first_noun,-5.52798318862915,-5.551880836486816,-0.023897647857666016,active,0.0
936,role_labeled,active,active,a singer drags a soldier .,an employer drags a father .,a father is dragged by an employer .,an,employer,a,father,drag,drags,dragged,"[""PATIENT=father"", ""AGENT=employer"", ""VERB=drag""]","Prime sentence: a singer drags a soldier .
Event roles: PATIENT=father; AGENT=employer; VERB=drag
Sentence: the",Sentence: the,first_noun,-7.0014848709106445,-3.9461214542388916,3.055363416671753,passive,1.0
936,role_labeled,passive,passive,a soldier is dragged by a singer .,an employer drags a father .,a father is dragged by an employer .,an,employer,a,father,drag,drags,dragged,"[""PATIENT=father"", ""AGENT=employer"", ""VERB=drag""]","Prime sentence: a soldier is dragged by a singer .
Event roles: PATIENT=father; AGENT=employer; VERB=drag
Sentence: the",Sentence: the,first_noun,-6.722954273223877,-3.8332223892211914,2.8897318840026855,passive,1.0
936,role_labeled,no_prime_eos,no_prime_eos,,an employer drags a father .,a father is dragged by an employer .,an,employer,a,father,drag,drags,dragged,"[""PATIENT=father"", ""AGENT=employer"", ""VERB=drag""]","Event roles: PATIENT=father; AGENT=employer; VERB=drag
Sentence: the",Sentence: the,first_noun,-5.685773849487305,-4.163834571838379,1.5219392776489258,passive,1.0
936,role_labeled,filler,filler,The radio crackled in the attic .,an employer drags a father .,a father is dragged by an employer .,an,employer,a,father,drag,drags,dragged,"[""PATIENT=father"", ""AGENT=employer"", ""VERB=drag""]","Prime sentence: The radio crackled in the attic .
Event roles: PATIENT=father; AGENT=employer; VERB=drag
Sentence: the",Sentence: the,first_noun,-8.541666984558105,-5.130904674530029,3.410762310028076,passive,1.0
937,role_labeled,active,active,a winner beats a woman .,a husband beats a kid .,a kid is beaten by a husband .,a,husband,a,kid,beat,beats,beaten,"[""VERB=beat"", ""AGENT=husband"", ""PATIENT=kid""]","Prime sentence: a winner beats a woman .
Event roles: VERB=beat; AGENT=husband; PATIENT=kid
Sentence: the",Sentence: the,first_noun,-3.2010657787323,-5.998312473297119,-2.7972466945648193,active,0.0
937,role_labeled,passive,passive,a woman is beaten by a winner .,a husband beats a kid .,a kid is beaten by a husband .,a,husband,a,kid,beat,beats,beaten,"[""VERB=beat"", ""AGENT=husband"", ""PATIENT=kid""]","Prime sentence: a woman is beaten by a winner .
Event roles: VERB=beat; AGENT=husband; PATIENT=kid
Sentence: the",Sentence: the,first_noun,-3.0631773471832275,-6.1386284828186035,-3.075451135635376,active,0.0
937,role_labeled,no_prime_eos,no_prime_eos,,a husband beats a kid .,a kid is beaten by a husband .,a,husband,a,kid,beat,beats,beaten,"[""VERB=beat"", ""AGENT=husband"", ""PATIENT=kid""]","Event roles: VERB=beat; AGENT=husband; PATIENT=kid
Sentence: the",Sentence: the,first_noun,-3.805060863494873,-5.848537445068359,-2.0434765815734863,active,0.0
937,role_labeled,filler,filler,The painter waited near the doorway .,a husband beats a kid .,a kid is beaten by a husband .,a,husband,a,kid,beat,beats,beaten,"[""VERB=beat"", ""AGENT=husband"", ""PATIENT=kid""]","Prime sentence: The painter waited near the doorway .
Event roles: VERB=beat; AGENT=husband; PATIENT=kid
Sentence: the",Sentence: the,first_noun,-3.5840461254119873,-5.5657243728637695,-1.9816782474517822,active,0.0
938,role_labeled,active,active,a partner raises a physician .,a buddy raises a candidate .,a candidate is raised by a buddy .,a,buddy,a,candidate,rais,raises,raised,"[""PATIENT=candidate"", ""AGENT=buddy"", ""VERB=rais""]","Prime sentence: a partner raises a physician .
Event roles: PATIENT=candidate; AGENT=buddy; VERB=rais
Sentence: the",Sentence: the,first_noun,-7.6154704093933105,-4.195866584777832,3.4196038246154785,passive,1.0
938,role_labeled,passive,passive,a physician is raised by a partner .,a buddy raises a candidate .,a candidate is raised by a buddy .,a,buddy,a,candidate,rais,raises,raised,"[""PATIENT=candidate"", ""AGENT=buddy"", ""VERB=rais""]","Prime sentence: a physician is raised by a partner .
Event roles: PATIENT=candidate; AGENT=buddy; VERB=rais
Sentence: the",Sentence: the,first_noun,-9.74869155883789,-4.790471076965332,4.958220481872559,passive,1.0
938,role_labeled,no_prime_eos,no_prime_eos,,a buddy raises a candidate .,a candidate is raised by a buddy .,a,buddy,a,candidate,rais,raises,raised,"[""PATIENT=candidate"", ""AGENT=buddy"", ""VERB=rais""]","Event roles: PATIENT=candidate; AGENT=buddy; VERB=rais
Sentence: the",Sentence: the,first_noun,-8.058635711669922,-4.681896209716797,3.376739501953125,passive,1.0
938,role_labeled,filler,filler,The painter waited near the doorway .,a buddy raises a candidate .,a candidate is raised by a buddy .,a,buddy,a,candidate,rais,raises,raised,"[""PATIENT=candidate"", ""AGENT=buddy"", ""VERB=rais""]","Prime sentence: The painter waited near the doorway .
Event roles: PATIENT=candidate; AGENT=buddy; VERB=rais
Sentence: the",Sentence: the,first_noun,-9.083419799804688,-4.881070613861084,4.2023491859436035,passive,1.0
939,role_labeled,active,active,a bishop understands a boy .,a mother understands a nurse .,a nurse is understood by a mother .,a,mother,a,nurse,understand,understands,understood,"[""AGENT=mother"", ""VERB=understand"", ""PATIENT=nurse""]","Prime sentence: a bishop understands a boy .
Event roles: AGENT=mother; VERB=understand; PATIENT=nurse
Sentence: the",Sentence: the,first_noun,-3.743523359298706,-4.908103942871094,-1.1645805835723877,active,0.0
