item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,greedy_answer_first_sentence_normalized,generation_class_detailed,generation_structure_reason,argument_structure_inferred,role_frame_inferred,argument_inference_note,generation_class_strict,generation_class_lax,needs_review_strict,needs_review_lax,prompt,greedy_completion_raw,generation_class_strict_auto,generation_class_lax_auto,generation_class_strict_core_transfer,generation_class_lax_core_transfer,core_transfer_source_strict,core_transfer_source_lax
1279,prompt_no_demo,no_demo,a woman selects a worker .,a worker is selected by a woman .,The woman who was working at the factory was attacked by a man .,the woman who was working at the factory was attacked by a man .,other_relative_identity_clause,one_who_did_it_pattern,passive_like,patient>(agent),passive_pattern_detected,other,other,True,True,"There was a selecting event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," woman who was working at the factory was attacked by a man.""

Bridget asked, ""Who attacked her?""
Mary",other,other,other,other,exact_signature,exact_signature
1279,prompt_filler,filler,a woman selects a worker .,a worker is selected by a woman .,The tharner plested after zolven .,the tharner plested after zolven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tharner plested after zolven.""

There was a selecting event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," tharner plested after zolven.""

The tharner plested after zolven.
The one who",other,other,other,other,exact_signature,exact_signature
1281,prompt_no_demo,no_demo,a friend joins a girl .,a girl is joined by a friend .,The one who did it was a friend .,the one who did it was a friend .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a joining event involving a friend and a girl.
The one who did it was a friend.
The one it happened to was a girl.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a friend.""
Bridget asked, ""What happened to the girl?""
Mary answered, """,other,other,other,other,exact_signature,exact_signature
1281,prompt_filler,filler,a friend joins a girl .,a girl is joined by a friend .,The glarnet shummed above torven .,the glarnet shummed above torven .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The glarnet shummed above torven.""

There was a joining event involving a friend and a girl.
The one who did it was a friend.
The one it happened to was a girl.

Bridget asked, ""What happened?""
Mary answered, ""The"," glarnet shummed above torven.""

The glarnet shummed above torven.
The one who",other,other,other,other,exact_signature,exact_signature
1282,prompt_no_demo,no_demo,a brother beats a buddy .,a buddy is beaten by a brother .,The one who did it was a brother .,the one who did it was a brother .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a beating event involving a brother and a buddy.
The one who did it was a brother.
The one it happened to was a buddy.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a brother.
The one it happened to was a buddy.""

Bridget asked, ""What",other,other,other,other,exact_signature,exact_signature
1282,prompt_filler,filler,a brother beats a buddy .,a buddy is beaten by a brother .,The prasket whaved during morden .,the prasket whaved during morden .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The prasket whaved during morden.""

There was a beating event involving a brother and a buddy.
The one who did it was a brother.
The one it happened to was a buddy.

Bridget asked, ""What happened?""
Mary answered, ""The"," prasket whaved during morden.""

The word ""prasket"" is a verb meaning ""to beat"" or """,other,other,other,other,exact_signature,exact_signature
1283,prompt_filler,filler,a leader judges a man .,a man is judged by a leader .,The leader was judged .,the leader was judged .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The flinder trassed across jorven.""

There was a judging event involving a leader and a man.
The one who did it was a leader.
The one it happened to was a man.

Bridget asked, ""What happened?""
Mary answered, ""The"," leader was judged.""

The judge was a man.
The one who was judged was a leader.

Bridget asked,",other,passive,other,passive,exact_signature,exact_signature
1285,prompt_active,active,a doctor forgets an employee .,an employee is forgotten by a doctor .,The doctor forgot the employee .,the doctor forgot the employee .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a frafimvoleding event involving the plovakzir and the plokudsel.
The one who did it was the plovakzir.
The one it happened to was the plokudsel.

Bridget asked, ""What happened?""
Mary answered, ""The plovakzir frafimvoled the plokudsel.""

There was a forgetting event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The"," doctor forgot the employee.""

There was a frafimvoleding event involving a plokudsel and a p",other,other,other,active,exact_signature,exact_signature
1285,prompt_no_demo,no_demo,a doctor forgets an employee .,an employee is forgotten by a doctor .,The doctor forgot to give the employee a prescription .,the doctor forgot to give the employee a prescription .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"There was a forgetting event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The"," doctor forgot to give the employee a prescription.""

Bridget asked, ""Why did the doctor forget?""
Mary answered,",other,other,other,active,exact_signature,exact_signature
1285,prompt_filler,filler,a doctor forgets an employee .,an employee is forgotten by a doctor .,The doctor forgot the employee .,the doctor forgot the employee .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The drabble quisted in varlen.""

There was a forgetting event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The"," doctor forgot the employee.""

There was a forgetting event involving a teacher and a student.
The one who did it was a",other,other,other,active,exact_signature,exact_signature
1286,prompt_no_demo,no_demo,an actress bothers an adult .,an adult is bothered by an actress .,The actress was involved in a sexual assault case .,the actress was involved in a sexual assault case .,copular_participial,be_participial_no_by,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a bothering event involving an actress and an adult.
The one who did it was an actress.
The one it happened to was an adult.

Bridget asked, ""What happened?""
Mary answered, ""The"," actress was involved in a sexual assault case.""

Bridget asked, ""What was the name of the actress?""
Mary",other,other,other,other,exact_signature,exact_signature
1286,prompt_filler,filler,an actress bothers an adult .,an adult is bothered by an actress .,The actress was involved in a bother .,the actress was involved in a bother .,copular_participial,be_participial_no_by,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The snorbel gredded after folven.""

There was a bothering event involving an actress and an adult.
The one who did it was an actress.
The one it happened to was an adult.

Bridget asked, ""What happened?""
Mary answered, ""The"," actress was involved in a bother.""

The one who did it was an adult.
The one it happened to was an adult",other,other,other,other,exact_signature,exact_signature
1288,prompt_active,active,a chief forgets a child .,a child is forgotten by a chief .,The chief forgot the child .,the chief forgot the child .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a klosorveking event involving the vretortas and the vranorked.
The one who did it was the vretortas.
The one it happened to was the vranorked.

Bridget asked, ""What happened?""
Mary answered, ""The vretortas klosorveks the vranorked.""

There was a forgetting event involving a chief and a child.
The one who did it was a chief.
The one it happened to was a child.

Bridget asked, ""What happened?""
Mary answered, ""The"," chief forgot the child.""

There was a klosorveking event involving a chief and a child.
The one who",other,other,other,active,exact_signature,exact_signature
