item_id,item_index,complexity_condition,source_label,target_cell,prime_cell,prime_active,prime_passive,target_active_simple,target_passive_simple,target_active_complex,target_passive_complex,agent_modifier_noun,patient_modifier_noun,agent_modifier_prep,patient_modifier_prep,prime_active_det_family,target_active_det_family,prime_passive_aux,target_passive_aux,prime_active_verb_or_fragment,target_active_verb_or_fragment,target_agent,target_patient
exp4_jabberwocky_1200_both_complex,1200,both_complex,jabberwocky,def_past,indef_present,a bri s a dil .,a dil is ed by a bri .,the dru ed the gri .,the gri was ed by the dru .,the dru on the rav ed the gri in the rom .,the gri in the rom was ed by the dru on the rav .,rav,rom,on,in,indef,def,is,was,s,ed,dru,gri
exp4_jabberwocky_1201_agent_complex,1201,agent_complex,jabberwocky,def_present,indef_past,a dil ed a dru .,a dru was ed by a dil .,the gri s the mur .,the mur is ed by the gri .,the gri in the fab s the mur .,the mur is ed by the gri in the fab .,fab,,in,,indef,def,was,is,ed,s,gri,mur
exp4_jabberwocky_1201_patient_complex,1201,patient_complex,jabberwocky,def_present,indef_past,a dil ed a dru .,a dru was ed by a dil .,the gri s the mur .,the mur is ed by the gri .,the gri s the mur on the nom .,the mur on the nom is ed by the gri .,,nom,,on,indef,def,was,is,ed,s,gri,mur
exp4_jabberwocky_1201_both_complex,1201,both_complex,jabberwocky,def_present,indef_past,a dil ed a dru .,a dru was ed by a dil .,the gri s the mur .,the mur is ed by the gri .,the gri below the tir s the mur near the tul .,the mur near the tul is ed by the gri below the tir .,tir,tul,below,near,indef,def,was,is,ed,s,gri,mur
exp4_jabberwocky_1202_agent_complex,1202,agent_complex,jabberwocky,indef_past,def_present,the dru s the gri .,the gri is ed by the dru .,a mur ed a dir .,a dir was ed by a mur .,a mur on a lav ed a dir .,a dir was ed by a mur on a lav .,lav,,on,,def,indef,is,was,s,ed,mur,dir
exp4_jabberwocky_1202_patient_complex,1202,patient_complex,jabberwocky,indef_past,def_present,the dru s the gri .,the gri is ed by the dru .,a mur ed a dir .,a dir was ed by a mur .,a mur ed a dir below a rom .,a dir below a rom was ed by a mur .,,rom,,below,def,indef,is,was,s,ed,mur,dir
exp4_jabberwocky_1202_both_complex,1202,both_complex,jabberwocky,indef_past,def_present,the dru s the gri .,the gri is ed by the dru .,a mur ed a dir .,a dir was ed by a mur .,a mur near a bri ed a dir above a dil .,a dir above a dil was ed by a mur near a bri .,bri,dil,near,above,def,indef,is,was,s,ed,mur,dir
exp4_jabberwocky_1203_agent_complex,1203,agent_complex,jabberwocky,indef_present,def_past,the gri ed the mur .,the mur was ed by the gri .,a dir s a dur .,a dur is ed by a dir .,a dir below a nud s a dur .,a dur is ed by a dir below a nud .,nud,,below,,def,indef,was,is,ed,s,dir,dur
exp4_jabberwocky_1203_patient_complex,1203,patient_complex,jabberwocky,indef_present,def_past,the gri ed the mur .,the mur was ed by the gri .,a dir s a dur .,a dur is ed by a dir .,a dir s a dur near a tul .,a dur near a tul is ed by a dir .,,tul,,near,def,indef,was,is,ed,s,dir,dur
exp4_jabberwocky_1203_both_complex,1203,both_complex,jabberwocky,indef_present,def_past,the gri ed the mur .,the mur was ed by the gri .,a dir s a dur .,a dur is ed by a dir .,a dir above a fab s a dur near a fav .,a dur near a fav is ed by a dir above a fab .,fab,fav,above,near,def,indef,was,is,ed,s,dir,dur
exp4_jabberwocky_1204_agent_complex,1204,agent_complex,jabberwocky,def_past,indef_present,a mur s a dir .,a dir is ed by a mur .,the dur ed the fab .,the fab was ed by the dur .,the dur near the sav ed the fab .,the fab was ed by the dur near the sav .,sav,,near,,indef,def,is,was,s,ed,dur,fab
exp4_jabberwocky_1204_patient_complex,1204,patient_complex,jabberwocky,def_past,indef_present,a mur s a dir .,a dir is ed by a mur .,the dur ed the fab .,the fab was ed by the dur .,the dur ed the fab above the dil .,the fab above the dil was ed by the dur .,,dil,,above,indef,def,is,was,s,ed,dur,fab
exp4_jabberwocky_1204_both_complex,1204,both_complex,jabberwocky,def_past,indef_present,a mur s a dir .,a dir is ed by a mur .,the dur ed the fab .,the fab was ed by the dur .,the dur with the lav ed the fab from the lil .,the fab from the lil was ed by the dur with the lav .,lav,lil,with,from,indef,def,is,was,s,ed,dur,fab
exp4_jabberwocky_1205_agent_complex,1205,agent_complex,jabberwocky,def_present,indef_past,a dir ed a dur .,a dur was ed by a dir .,the fab s the fav .,the fav is ed by the fab .,the fab above the vel s the fav .,the fav is ed by the fab above the vel .,vel,,above,,indef,def,was,is,ed,s,fab,fav
exp4_jabberwocky_1205_patient_complex,1205,patient_complex,jabberwocky,def_present,indef_past,a dir ed a dur .,a dur was ed by a dir .,the fab s the fav .,the fav is ed by the fab .,the fab s the fav with the fel .,the fav with the fel is ed by the fab .,,fel,,with,indef,def,was,is,ed,s,fab,fav
exp4_jabberwocky_1205_both_complex,1205,both_complex,jabberwocky,def_present,indef_past,a dir ed a dur .,a dur was ed by a dir .,the fab s the fav .,the fav is ed by the fab .,the fab from the nud s the fav with the pav .,the fav with the pav is ed by the fab from the nud .,nud,pav,from,with,indef,def,was,is,ed,s,fab,fav
exp4_jabberwocky_1206_agent_complex,1206,agent_complex,jabberwocky,indef_past,def_present,the dur s the fab .,the fab is ed by the dur .,a fav ed a fel .,a fel was ed by a fav .,a fav with a dru ed a fel .,a fel was ed by a fav with a dru .,dru,,with,,def,indef,is,was,s,ed,fav,fel
exp4_jabberwocky_1206_patient_complex,1206,patient_complex,jabberwocky,indef_past,def_present,the dur s the fab .,the fab is ed by the dur .,a fav ed a fel .,a fel was ed by a fav .,a fav ed a fel from a lil .,a fel from a lil was ed by a fav .,,lil,,from,def,indef,is,was,s,ed,fav,fel
exp4_jabberwocky_1206_both_complex,1206,both_complex,jabberwocky,indef_past,def_present,the dur s the fab .,the fab is ed by the dur .,a fav ed a fel .,a fel was ed by a fav .,a fav in a sav ed a fel on a som .,a fel on a som was ed by a fav in a sav .,sav,som,in,on,def,indef,is,was,s,ed,fav,fel
exp4_jabberwocky_1207_agent_complex,1207,agent_complex,jabberwocky,indef_present,def_past,the fab ed the fav .,the fav was ed by the fab .,a fel s a fil .,a fil is ed by a fel .,a fel from a fol s a fil .,a fil is ed by a fel from a fol .,fol,,from,,def,indef,was,is,ed,s,fel,fil
exp4_jabberwocky_1207_patient_complex,1207,patient_complex,jabberwocky,indef_present,def_past,the fab ed the fav .,the fav was ed by the fab .,a fel s a fil .,a fil is ed by a fel .,a fel s a fil in a pav .,a fil in a pav is ed by a fel .,,pav,,in,def,indef,was,is,ed,s,fel,fil
exp4_jabberwocky_1207_both_complex,1207,both_complex,jabberwocky,indef_present,def_past,the fab ed the fav .,the fav was ed by the fab .,a fel s a fil .,a fil is ed by a fel .,a fel on a vel s a fil in a vil .,a fil in a vil is ed by a fel on a vel .,vel,vil,on,in,def,indef,was,is,ed,s,fel,fil
exp4_jabberwocky_1208_agent_complex,1208,agent_complex,jabberwocky,def_past,indef_present,a fav s a fel .,a fel is ed by a fav .,the fil ed the fol .,the fol was ed by the fil .,the fil in the mol ed the fol .,the fol was ed by the fil in the mol .,mol,,in,,indef,def,is,was,s,ed,fil,fol
exp4_jabberwocky_1208_patient_complex,1208,patient_complex,jabberwocky,def_past,indef_present,a fav s a fel .,a fel is ed by a fav .,the fil ed the fol .,the fol was ed by the fil .,the fil ed the fol on the som .,the fol on the som was ed by the fil .,,som,,on,indef,def,is,was,s,ed,fil,fol
exp4_jabberwocky_1208_both_complex,1208,both_complex,jabberwocky,def_past,indef_present,a fav s a fel .,a fel is ed by a fav .,the fil ed the fol .,the fol was ed by the fil .,the fil below the dru ed the fol near the gri .,the fol near the gri was ed by the fil below the dru .,dru,gri,below,near,indef,def,is,was,s,ed,fil,fol
exp4_jabberwocky_1209_agent_complex,1209,agent_complex,jabberwocky,def_present,indef_past,a fel ed a fil .,a fil was ed by a fel .,the fol s the ful .,the ful is ed by the fol .,the fol on the pel s the ful .,the ful is ed by the fol on the pel .,pel,,on,,indef,def,was,is,ed,s,fol,ful
exp4_jabberwocky_1209_patient_complex,1209,patient_complex,jabberwocky,def_present,indef_past,a fel ed a fil .,a fil was ed by a fel .,the fol s the ful .,the ful is ed by the fol .,the fol s the ful below the vil .,the ful below the vil is ed by the fol .,,vil,,below,indef,def,was,is,ed,s,fol,ful
exp4_jabberwocky_1209_both_complex,1209,both_complex,jabberwocky,def_present,indef_past,a fel ed a fil .,a fil was ed by a fel .,the fol s the ful .,the ful is ed by the fol .,the fol near the gir s the ful below the lav .,the ful below the lav is ed by the fol near the gir .,gir,lav,near,below,indef,def,was,is,ed,s,fol,ful
exp4_jabberwocky_1210_agent_complex,1210,agent_complex,jabberwocky,indef_past,def_present,the fil s the fol .,the fol is ed by the fil .,a ful ed a gir .,a gir was ed by a ful .,a ful below a sor ed a gir .,a gir was ed by a ful below a sor .,sor,,below,,def,indef,is,was,s,ed,ful,gir
exp4_jabberwocky_1210_patient_complex,1210,patient_complex,jabberwocky,indef_past,def_present,the fil s the fol .,the fol is ed by the fil .,a ful ed a gir .,a gir was ed by a ful .,a ful ed a gir near a gri .,a gir near a gri was ed by a ful .,,gri,,near,def,indef,is,was,s,ed,ful,gir
exp4_jabberwocky_1210_both_complex,1210,both_complex,jabberwocky,indef_past,def_present,the fil s the fol .,the fol is ed by the fil .,a ful ed a gir .,a gir was ed by a ful .,a ful above a mol ed a gir near a mul .,a gir near a mul was ed by a ful above a mol .,mol,mul,above,near,def,indef,is,was,s,ed,ful,gir
exp4_jabberwocky_1211_agent_complex,1211,agent_complex,jabberwocky,indef_present,def_past,the fol ed the ful .,the ful was ed by the fol .,a gir s a lav .,a lav is ed by a gir .,a gir near a vir s a lav .,a lav is ed by a gir near a vir .,vir,,near,,def,indef,was,is,ed,s,gir,lav
exp4_jabberwocky_1211_patient_complex,1211,patient_complex,jabberwocky,indef_present,def_past,the fol ed the ful .,the ful was ed by the fol .,a gir s a lav .,a lav is ed by a gir .,a gir s a lav above a fil .,a lav above a fil is ed by a gir .,,fil,,above,def,indef,was,is,ed,s,gir,lav
exp4_jabberwocky_1211_both_complex,1211,both_complex,jabberwocky,indef_present,def_past,the fol ed the ful .,the ful was ed by the fol .,a gir s a lav .,a lav is ed by a gir .,a gir with a pel s a lav from a pil .,a lav from a pil is ed by a gir with a pel .,pel,pil,with,from,def,indef,was,is,ed,s,gir,lav
exp4_jabberwocky_1212_agent_complex,1212,agent_complex,jabberwocky,def_past,indef_present,a ful s a gir .,a gir is ed by a ful .,the lav ed the lil .,the lil was ed by the lav .,the lav above the mur ed the lil .,the lil was ed by the lav above the mur .,mur,,above,,indef,def,is,was,s,ed,lav,lil
exp4_jabberwocky_1212_patient_complex,1212,patient_complex,jabberwocky,def_past,indef_present,a ful s a gir .,a gir is ed by a ful .,the lav ed the lil .,the lil was ed by the lav .,the lav ed the lil with the mul .,the lil with the mul was ed by the lav .,,mul,,with,indef,def,is,was,s,ed,lav,lil
exp4_jabberwocky_1212_both_complex,1212,both_complex,jabberwocky,def_past,indef_present,a ful s a gir .,a gir is ed by a ful .,the lav ed the lil .,the lil was ed by the lav .,the lav from the sor ed the lil with the sul .,the lil with the sul was ed by the lav from the sor .,sor,sul,from,with,indef,def,is,was,s,ed,lav,lil
exp4_jabberwocky_1213_agent_complex,1213,agent_complex,jabberwocky,def_present,indef_past,a gir ed a lav .,a lav was ed by a gir .,the lil s the mol .,the mol is ed by the lil .,the lil with the fol s the mol .,the mol is ed by the lil with the fol .,fol,,with,,indef,def,was,is,ed,s,lil,mol
exp4_jabberwocky_1213_patient_complex,1213,patient_complex,jabberwocky,def_present,indef_past,a gir ed a lav .,a lav was ed by a gir .,the lil s the mol .,the mol is ed by the lil .,the lil s the mol from the pil .,the mol from the pil is ed by the lil .,,pil,,from,indef,def,was,is,ed,s,lil,mol
exp4_jabberwocky_1213_both_complex,1213,both_complex,jabberwocky,def_present,indef_past,a gir ed a lav .,a lav was ed by a gir .,the lil s the mol .,the mol is ed by the lil .,the lil in the vir s the mol on the vom .,the mol on the vom is ed by the lil in the vir .,vir,vom,in,on,indef,def,was,is,ed,s,lil,mol
exp4_jabberwocky_1214_agent_complex,1214,agent_complex,jabberwocky,indef_past,def_present,the lav s the lil .,the lil is ed by the lav .,a mol ed a mul .,a mul was ed by a mol .,a mol from a nav ed a mul .,a mul was ed by a mol from a nav .,nav,,from,,def,indef,is,was,s,ed,mol,mul
exp4_jabberwocky_1214_patient_complex,1214,patient_complex,jabberwocky,indef_past,def_present,the lav s the lil .,the lil is ed by the lav .,a mol ed a mul .,a mul was ed by a mol .,a mol ed a mul in a sul .,a mul in a sul was ed by a mol .,,sul,,in,def,indef,is,was,s,ed,mol,mul
exp4_jabberwocky_1214_both_complex,1214,both_complex,jabberwocky,indef_past,def_present,the lav s the lil .,the lil is ed by the lav .,a mol ed a mul .,a mul was ed by a mol .,a mol on a mur ed a mul in a dir .,a mul in a dir was ed by a mol on a mur .,mur,dir,on,in,def,indef,is,was,s,ed,mol,mul
exp4_jabberwocky_1215_agent_complex,1215,agent_complex,jabberwocky,indef_present,def_past,the lil ed the mol .,the mol was ed by the lil .,a mul s a nav .,a nav is ed by a mul .,a mul in a por s a nav .,a nav is ed by a mul in a por .,por,,in,,def,indef,was,is,ed,s,mul,nav
exp4_jabberwocky_1215_patient_complex,1215,patient_complex,jabberwocky,indef_present,def_past,the lil ed the mol .,the mol was ed by the lil .,a mul s a nav .,a nav is ed by a mul .,a mul s a nav on a vom .,a nav on a vom is ed by a mul .,,vom,,on,def,indef,was,is,ed,s,mul,nav
exp4_jabberwocky_1215_both_complex,1215,both_complex,jabberwocky,indef_present,def_past,the lil ed the mol .,the mol was ed by the lil .,a mul s a nav .,a nav is ed by a mul .,a mul below a fol s a nav near a ful .,a nav near a ful is ed by a mul below a fol .,fol,ful,below,near,def,indef,was,is,ed,s,mul,nav
exp4_jabberwocky_1216_agent_complex,1216,agent_complex,jabberwocky,def_past,indef_present,a mol s a mul .,a mul is ed by a mol .,the nav ed the nin .,the nin was ed by the nav .,the nav on the tel ed the nin .,the nin was ed by the nav on the tel .,tel,,on,,indef,def,is,was,s,ed,nav,nin
exp4_jabberwocky_1216_patient_complex,1216,patient_complex,jabberwocky,def_past,indef_present,a mol s a mul .,a mul is ed by a mol .,the nav ed the nin .,the nin was ed by the nav .,the nav ed the nin below the dir .,the nin below the dir was ed by the nav .,,dir,,below,indef,def,is,was,s,ed,nav,nin
exp4_jabberwocky_1216_both_complex,1216,both_complex,jabberwocky,def_past,indef_present,a mol s a mul .,a mul is ed by a mol .,the nav ed the nin .,the nin was ed by the nav .,the nav near the nom ed the nin above the nud .,the nin above the nud was ed by the nav near the nom .,nom,nud,near,above,indef,def,is,was,s,ed,nav,nin
exp4_jabberwocky_1217_agent_complex,1217,agent_complex,jabberwocky,def_present,indef_past,a mul ed a nav .,a nav was ed by a mul .,the nin s the nom .,the nom is ed by the nin .,the nin below the vul s the nom .,the nom is ed by the nin below the vul .,vul,,below,,indef,def,was,is,ed,s,nin,nom
exp4_jabberwocky_1217_patient_complex,1217,patient_complex,jabberwocky,def_present,indef_past,a mul ed a nav .,a nav was ed by a mul .,the nin s the nom .,the nom is ed by the nin .,the nin s the nom near the ful .,the nom near the ful is ed by the nin .,,ful,,near,indef,def,was,is,ed,s,nin,nom
exp4_jabberwocky_1217_both_complex,1217,both_complex,jabberwocky,def_present,indef_past,a mul ed a nav .,a nav was ed by a mul .,the nin s the nom .,the nom is ed by the nin .,the nin above the por s the nom near the rav .,the nom near the rav is ed by the nin above the por .,por,rav,above,near,indef,def,was,is,ed,s,nin,nom
exp4_jabberwocky_1218_agent_complex,1218,agent_complex,jabberwocky,indef_past,def_present,the nav s the nin .,the nin is ed by the nav .,a nom ed a nud .,a nud was ed by a nom .,a nom near a dur ed a nud .,a nud was ed by a nom near a dur .,dur,,near,,def,indef,is,was,s,ed,nom,nud
exp4_jabberwocky_1218_patient_complex,1218,patient_complex,jabberwocky,indef_past,def_present,the nav s the nin .,the nin is ed by the nav .,a nom ed a nud .,a nud was ed by a nom .,a nom ed a nud above a pav .,a nud above a pav was ed by a nom .,,pav,,above,def,indef,is,was,s,ed,nom,nud
exp4_jabberwocky_1218_both_complex,1218,both_complex,jabberwocky,indef_past,def_present,the nav s the nin .,the nin is ed by the nav .,a nom ed a nud .,a nud was ed by a nom .,a nom with a tel ed a nud from a tir .,a nud from a tir was ed by a nom with a tel .,tel,tir,with,from,def,indef,is,was,s,ed,nom,nud
exp4_jabberwocky_1219_agent_complex,1219,agent_complex,jabberwocky,indef_present,def_past,the nin ed the nom .,the nom was ed by the nin .,a nud s a pav .,a pav is ed by a nud .,a nud above a gir s a pav .,a pav is ed by a nud above a gir .,gir,,above,,def,indef,was,is,ed,s,nud,pav
exp4_jabberwocky_1219_patient_complex,1219,patient_complex,jabberwocky,indef_present,def_past,the nin ed the nom .,the nom was ed by the nin .,a nud s a pav .,a pav is ed by a nud .,a nud s a pav with a rav .,a pav with a rav is ed by a nud .,,rav,,with,def,indef,was,is,ed,s,nud,pav
exp4_jabberwocky_1219_both_complex,1219,both_complex,jabberwocky,indef_present,def_past,the nin ed the nom .,the nom was ed by the nin .,a nud s a pav .,a pav is ed by a nud .,a nud from a vul s a pav with a bri .,a pav with a bri is ed by a nud from a vul .,vul,bri,from,with,def,indef,was,is,ed,s,nud,pav
